user_id,ip_address,device_fingerprint,geo_location,session_duration_min,amount,currency,login_status,kyc_status,page_views,is_anomaly,anomaly_type,event_id,timestamp,event_type
user_0484,81.2.238.249,4a374d8f5e23,UK,0.0,0.0,USD,,,0,1,collusion_ring|consistent_profit|device_switching,PE_025117,2025-01-01 08:54:48.000000,logout
user_0332,94.56.173.22,48694e690e5b,UAE,17.0,0.0,USD,success,,5,0,,PE_017206,2025-01-01 08:55:47.000000,login
user_0003,64.18.134.248,41c1e698cf34,US_West,0.0,0.0,USD,,,0,0,,PE_003191,2025-01-01 09:00:05.000000,logout
user_0103,103.4.45.59,deabcf799ccf,Australia,0.0,0.0,USD,,,0,0,,PE_018293,2025-01-01 09:00:47.000000,logout
user_0457,103.4.82.233,61dc12f73274,Australia,6.4,0.0,USD,success,,12,1,single_instrument,PE_020967,2025-01-01 09:01:49.000000,login
user_0457,103.4.82.233,61dc12f73274,Australia,0.0,0.0,USD,,,0,1,single_instrument,PE_020969,2025-01-01 09:03:03.543738,account_modification
user_0374,72.34.105.110,b9f613699356,US_East,0.0,0.0,USD,,,0,0,,PE_024918,2025-01-01 09:05:55.000000,logout
user_0256,72.34.221.214,5698d4fd1513,US_East,0.0,73.22,USD,,,0,0,,PE_019065,2025-01-01 09:06:46.493988,withdrawal
user_0457,103.4.82.233,61dc12f73274,Australia,0.0,0.0,USD,,,0,1,single_instrument,PE_020968,2025-01-01 09:08:13.000000,logout
user_0448,85.214.46.216,411ea77fc2da,Germany,5.5,0.0,USD,success,,7,1,latency_arbitrage,PE_017840,2025-01-01 09:11:19.000000,login
user_0332,94.56.173.22,48694e690e5b,UAE,0.0,0.0,USD,,,0,0,,PE_017207,2025-01-01 09:12:47.000000,logout
user_0388,85.214.72.217,6b09b53b1b1a,Germany,5.8,0.0,USD,success,,3,0,,PE_023483,2025-01-01 09:14:18.000000,login
user_0274,94.56.84.21,cada18d92ade,UAE,8.5,0.0,USD,success,,3,0,,PE_010759,2025-01-01 09:15:40.000000,login
user_0448,85.214.46.216,411ea77fc2da,Germany,0.0,0.0,USD,,,0,1,latency_arbitrage,PE_017841,2025-01-01 09:16:49.000000,logout
user_0048,64.18.174.161,ca1fa6253246,US_West,3.1,0.0,USD,success,,3,0,,PE_012274,2025-01-01 09:20:03.000000,login
user_0388,85.214.72.217,6b09b53b1b1a,Germany,0.0,0.0,USD,,,0,0,,PE_023484,2025-01-01 09:20:06.000000,logout
user_0256,72.34.221.214,5698d4fd1513,US_East,0.0,0.0,USD,,,0,0,,PE_019064,2025-01-01 09:21:44.000000,logout
user_0048,64.18.174.161,ca1fa6253246,US_West,0.0,0.0,USD,,,0,0,,PE_012275,2025-01-01 09:23:09.000000,logout
user_0274,94.56.84.21,cada18d92ade,UAE,0.0,0.0,USD,,,0,0,,PE_010760,2025-01-01 09:24:10.000000,logout
user_0246,103.21.34.98,61e79096fd34,Singapore,3.5,0.0,USD,success,,17,0,,PE_022052,2025-01-01 09:29:00.000000,login
user_0139,94.56.251.129,1ff7a730dada,UAE,18.3,0.0,USD,success,,8,0,,PE_011392,2025-01-01 09:31:11.000000,login
user_0246,103.21.34.98,61e79096fd34,Singapore,0.0,0.0,USD,,,0,0,,PE_022053,2025-01-01 09:32:30.000000,logout
user_0040,64.18.129.200,c91931cac993,US_West,8.7,0.0,USD,success,,15,0,,PE_005171,2025-01-01 09:48:51.000000,login
user_0139,94.56.251.129,1ff7a730dada,UAE,0.0,0.0,USD,,,0,0,,PE_011393,2025-01-01 09:49:29.000000,logout
user_0321,210.171.100.204,05b879cf2e4e,Japan,19.8,0.0,USD,success,,3,0,,PE_014469,2025-01-01 09:52:06.000000,login
user_0040,64.18.129.200,c91931cac993,US_West,0.0,116.0,USD,,,0,0,,PE_005173,2025-01-01 09:52:09.245961,withdrawal
user_0365,103.4.68.132,f1920db85cc0,Australia,4.9,0.0,USD,success,,13,0,,PE_012684,2025-01-01 09:54:51.000000,login
user_0409,72.34.106.137,3be92d8348ec,US_East,6.6,0.0,USD,success,,14,0,,PE_021896,2025-01-01 09:55:02.000000,login
user_0040,64.18.129.200,c91931cac993,US_West,0.0,0.0,USD,,,0,0,,PE_005172,2025-01-01 09:57:33.000000,logout
user_0365,103.4.68.132,f1920db85cc0,Australia,0.0,0.0,USD,,,0,0,,PE_012685,2025-01-01 09:59:45.000000,logout
user_0321,210.171.100.204,05b879cf2e4e,Japan,0.0,0.0,USD,,,0,0,,PE_014471,2025-01-01 10:01:04.107178,document_upload
user_0409,72.34.106.137,3be92d8348ec,US_East,0.0,0.0,USD,,,0,0,,PE_021897,2025-01-01 10:01:38.000000,logout
user_0083,64.18.139.95,72add7554687,US_West,3.6,0.0,USD,success,,8,0,,PE_022467,2025-01-01 10:09:56.000000,login
user_0321,210.171.100.204,05b879cf2e4e,Japan,0.0,0.0,USD,,,0,0,,PE_014470,2025-01-01 10:11:54.000000,logout
user_0083,64.18.139.95,72add7554687,US_West,0.0,0.0,USD,,,0,0,,PE_022469,2025-01-01 10:13:18.961882,support_ticket
user_0083,64.18.139.95,72add7554687,US_West,0.0,0.0,USD,,,0,0,,PE_022468,2025-01-01 10:13:32.000000,logout
user_0250,103.21.245.131,ccbd33947f6a,Singapore,7.3,0.0,USD,success,,3,0,,PE_016239,2025-01-01 10:15:51.000000,login
user_0250,103.21.245.131,ccbd33947f6a,Singapore,0.0,423.18,USD,,,0,0,,PE_016241,2025-01-01 10:20:04.922930,deposit
user_0250,103.21.245.131,ccbd33947f6a,Singapore,0.0,0.0,USD,,,0,0,,PE_016240,2025-01-01 10:23:09.000000,logout
user_0426,103.21.39.79,7f47732e64d1,UK,26.1,0.0,USD,success,,6,1,device_switching|ip_hub|rapid_kyc_withdrawal,PE_014072,2025-01-01 10:25:03.000000,login
user_0178,85.214.173.133,c1a7b3627940,Germany,28.1,0.0,USD,success,,15,0,,PE_013490,2025-01-01 10:30:17.000000,login
user_0173,85.214.254.202,ff3ccadc7713,Germany,10.9,0.0,USD,success,,7,0,,PE_011865,2025-01-01 10:32:19.000000,login
user_0051,81.2.126.178,0f2248da6dbc,UK,53.8,0.0,USD,success,,11,0,,PE_011435,2025-01-01 10:32:20.000000,login
user_0493,103.4.169.115,c82c58457318,Australia,8.3,0.0,USD,success,,14,1,single_instrument|unusual_time_login,PE_019267,2025-01-01 10:32:22.000000,login
user_0493,103.4.169.115,c82c58457318,Australia,0.0,4337.33,USD,,,0,1,single_instrument|unusual_time_login,PE_019269,2025-01-01 10:38:19.328919,deposit
user_0493,103.4.169.115,c82c58457318,Australia,0.0,0.0,USD,,,0,1,single_instrument|unusual_time_login,PE_019268,2025-01-01 10:40:40.000000,logout
user_0301,103.4.251.194,b35aa421e4a8,Australia,8.9,0.0,USD,success,,5,0,,PE_026142,2025-01-01 10:41:22.000000,login
user_0173,85.214.254.202,ff3ccadc7713,Germany,0.0,0.0,USD,,,0,0,,PE_011866,2025-01-01 10:43:13.000000,logout
user_0301,103.4.251.194,b35aa421e4a8,Australia,0.0,0.0,USD,,,0,0,,PE_026143,2025-01-01 10:50:16.000000,logout
user_0426,103.21.39.79,7f47732e64d1,UK,0.0,0.0,USD,,,0,1,device_switching|ip_hub|rapid_kyc_withdrawal,PE_014073,2025-01-01 10:51:09.000000,logout
user_0037,103.4.9.60,d7b195184fce,Australia,12.5,0.0,USD,success,,6,0,,PE_015976,2025-01-01 10:55:17.000000,login
user_0178,85.214.173.133,c1a7b3627940,Germany,0.0,0.0,USD,,,0,0,,PE_013491,2025-01-01 10:58:23.000000,logout
user_0198,103.21.25.116,d947a8aac90f,Singapore,3.7,0.0,USD,success,,10,0,,PE_004690,2025-01-01 10:58:55.000000,login
user_0257,94.56.143.135,b7e33d43d556,UAE,19.0,0.0,USD,success,,8,0,,PE_017119,2025-01-01 11:00:28.000000,login
user_0198,103.21.25.116,d947a8aac90f,Singapore,0.0,312.84,USD,,,0,0,,PE_004692,2025-01-01 11:01:31.318780,deposit
user_0308,64.18.209.187,06be052fb8ed,US_West,20.8,0.0,USD,success,,17,0,,PE_018397,2025-01-01 11:02:11.000000,login
user_0198,103.21.25.116,d947a8aac90f,Singapore,0.0,0.0,USD,,,0,0,,PE_004691,2025-01-01 11:02:37.000000,logout
user_0085,103.4.52.243,506b0bbb505a,Australia,2.6,0.0,USD,success,,12,0,,PE_000251,2025-01-01 11:02:45.000000,login
user_0085,103.4.52.243,506b0bbb505a,Australia,0.0,0.0,USD,,,0,0,,PE_000254,2025-01-01 11:04:00.539459,account_modification
user_0085,103.4.52.243,506b0bbb505a,Australia,0.0,168.0,USD,,,0,0,,PE_000253,2025-01-01 11:04:05.812238,deposit
user_0085,103.4.52.243,506b0bbb505a,Australia,0.0,0.0,USD,,,0,0,,PE_000252,2025-01-01 11:05:21.000000,logout
user_0037,103.4.9.60,d7b195184fce,Australia,0.0,0.0,USD,,,0,0,,PE_015977,2025-01-01 11:07:47.000000,logout
user_0213,94.56.116.29,62a97bd75ce4,UAE,40.9,0.0,USD,success,,10,0,,PE_026519,2025-01-01 11:12:58.000000,login
user_0257,94.56.143.135,b7e33d43d556,UAE,0.0,0.0,USD,,,0,0,,PE_017120,2025-01-01 11:19:28.000000,logout
user_0056,64.18.179.52,8a79ef1dfcd0,US_West,3.4,0.0,USD,success,,6,0,,PE_021430,2025-01-01 11:19:58.000000,login
user_0108,72.34.22.188,e7a8fcad66d0,US_East,42.7,0.0,USD,success,,9,0,,PE_011167,2025-01-01 11:22:12.000000,login
user_0056,64.18.179.52,8a79ef1dfcd0,US_West,0.0,0.0,USD,,,0,0,,PE_021432,2025-01-01 11:22:44.375023,support_ticket
user_0308,64.18.209.187,06be052fb8ed,US_West,0.0,0.0,USD,,,0,0,,PE_018398,2025-01-01 11:22:59.000000,logout
user_0056,64.18.179.52,8a79ef1dfcd0,US_West,0.0,0.0,USD,,,0,0,,PE_021431,2025-01-01 11:23:22.000000,logout
user_0051,81.2.126.178,0f2248da6dbc,UK,0.0,0.0,USD,,,0,0,,PE_011436,2025-01-01 11:26:08.000000,logout
user_0027,94.56.11.187,4d7fb1758183,UAE,4.0,0.0,USD,success,,17,0,,PE_008660,2025-01-01 11:27:33.000000,login
user_0050,81.2.87.245,441f88df4b54,UK,4.0,0.0,USD,success,,6,0,,PE_025897,2025-01-01 11:28:32.000000,login
user_0042,85.214.82.43,ac64a03f2080,Germany,33.1,0.0,USD,success,,11,0,,PE_023770,2025-01-01 11:28:46.000000,login
user_0027,94.56.11.187,4d7fb1758183,UAE,0.0,0.0,USD,,,0,0,,PE_008661,2025-01-01 11:31:33.000000,logout
user_0213,94.56.116.29,62a97bd75ce4,UAE,0.0,0.0,USD,,,0,0,,PE_026521,2025-01-01 11:32:31.601667,support_ticket
user_0050,81.2.87.245,441f88df4b54,UK,0.0,0.0,USD,,,0,0,,PE_025898,2025-01-01 11:32:32.000000,logout
user_0168,103.4.242.157,99c39f61ca2d,Australia,15.7,0.0,USD,success,,5,0,,PE_026640,2025-01-01 11:38:22.000000,login
user_0213,94.56.116.29,62a97bd75ce4,UAE,0.0,0.0,USD,,,0,0,,PE_026522,2025-01-01 11:39:55.190180,account_modification
user_0162,94.56.117.137,e6449ba4dd6e,UAE,19.2,0.0,USD,success,,3,0,,PE_003289,2025-01-01 11:43:44.000000,login
user_0275,94.56.11.111,c01ae65a52e5,UAE,9.0,0.0,USD,success,,5,0,,PE_025749,2025-01-01 11:50:07.000000,login
user_0275,94.56.11.111,c01ae65a52e5,UAE,0.0,0.0,USD,,,0,0,,PE_025751,2025-01-01 11:53:12.399763,support_ticket
user_0213,94.56.116.29,62a97bd75ce4,UAE,0.0,0.0,USD,,,0,0,,PE_026520,2025-01-01 11:53:52.000000,logout
user_0168,103.4.242.157,99c39f61ca2d,Australia,0.0,0.0,USD,,,0,0,,PE_026641,2025-01-01 11:54:04.000000,logout
user_0349,103.4.55.151,31a434990102,Australia,10.3,0.0,USD,success,,17,0,,PE_002169,2025-01-01 11:55:32.000000,login
user_0349,103.4.55.151,31a434990102,Australia,0.0,0.0,USD,,resubmitted,0,0,,PE_002171,2025-01-01 11:59:00.185313,kyc_change
user_0275,94.56.11.111,c01ae65a52e5,UAE,0.0,0.0,USD,,,0,0,,PE_025750,2025-01-01 11:59:07.000000,logout
user_0108,72.34.22.188,e7a8fcad66d0,US_East,0.0,773.07,USD,,,0,0,,PE_011169,2025-01-01 12:01:16.020493,deposit
user_0042,85.214.82.43,ac64a03f2080,Germany,0.0,0.0,USD,,,0,0,,PE_023771,2025-01-01 12:01:52.000000,logout
user_0162,94.56.117.137,e6449ba4dd6e,UAE,0.0,0.0,USD,,,0,0,,PE_003290,2025-01-01 12:02:56.000000,logout
user_0245,72.34.90.144,19575a5f41b2,US_East,44.8,0.0,USD,success,,10,0,,PE_000725,2025-01-01 12:03:00.000000,login
user_0108,72.34.22.188,e7a8fcad66d0,US_East,0.0,0.0,USD,,,0,0,,PE_011168,2025-01-01 12:04:54.000000,logout
user_0349,103.4.55.151,31a434990102,Australia,0.0,0.0,USD,,,0,0,,PE_002170,2025-01-01 12:05:50.000000,logout
user_0488,103.21.93.2,514a636dc066,Singapore,41.8,0.0,USD,success,,14,1,structuring,PE_001663,2025-01-01 12:08:09.000000,login
user_0488,103.21.93.2,514a636dc066,Singapore,0.0,549.22,USD,,,0,1,structuring,PE_001668,2025-01-01 12:13:50.698589,deposit
user_0488,103.21.93.2,514a636dc066,Singapore,0.0,309.62,USD,,,0,1,structuring,PE_001666,2025-01-01 12:16:17.767313,deposit
user_0478,103.4.139.179,270d139bb619,Australia,17.0,0.0,USD,success,,17,1,single_instrument|volume_spike,PE_005239,2025-01-01 12:24:12.000000,login
user_0069,64.18.83.28,65f1c2d4eb72,US_West,9.4,0.0,USD,success,,16,0,,PE_010599,2025-01-01 12:29:13.000000,login
user_0205,72.34.170.254,b6203a1b07f6,US_East,6.9,0.0,USD,success,,4,0,,PE_022664,2025-01-01 12:32:43.000000,login
user_0131,81.2.49.210,6959002dc5ec,UK,20.7,0.0,USD,success,,5,0,,PE_000785,2025-01-01 12:36:13.000000,login
user_0488,103.21.93.2,514a636dc066,Singapore,0.0,5660.53,USD,,,0,1,structuring,PE_001665,2025-01-01 12:36:32.350192,deposit
user_0069,64.18.83.28,65f1c2d4eb72,US_West,0.0,0.0,USD,,,0,0,,PE_010600,2025-01-01 12:38:37.000000,logout
user_0205,72.34.170.254,b6203a1b07f6,US_East,0.0,0.0,USD,,,0,0,,PE_022665,2025-01-01 12:39:37.000000,logout
user_0488,103.21.93.2,514a636dc066,Singapore,0.0,394.17,USD,,,0,1,structuring,PE_001669,2025-01-01 12:39:47.789494,deposit
user_0478,103.4.139.179,270d139bb619,Australia,0.0,0.0,USD,,,0,1,single_instrument|volume_spike,PE_005240,2025-01-01 12:41:12.000000,logout
user_0488,103.21.93.2,514a636dc066,Singapore,0.0,862.27,USD,,,0,1,structuring,PE_001667,2025-01-01 12:45:28.674885,deposit
user_0245,72.34.90.144,19575a5f41b2,US_East,0.0,0.0,USD,,,0,0,,PE_000726,2025-01-01 12:47:48.000000,logout
user_0488,103.21.93.2,514a636dc066,Singapore,0.0,0.0,USD,,,0,1,structuring,PE_001664,2025-01-01 12:49:57.000000,logout
user_0131,81.2.49.210,6959002dc5ec,UK,0.0,1378.59,USD,,,0,0,,PE_000787,2025-01-01 12:55:09.675467,withdrawal
user_0131,81.2.49.210,6959002dc5ec,UK,0.0,0.0,USD,,,0,0,,PE_000786,2025-01-01 12:56:55.000000,logout
user_0418,103.21.194.145,67fae700d586,Singapore,63.9,0.0,USD,success,,16,0,,PE_005887,2025-01-01 13:02:34.000000,login
user_0299,64.18.134.161,cf8333d74618,US_West,11.1,0.0,USD,success,,16,0,,PE_024142,2025-01-01 13:10:17.000000,login
user_0418,103.21.194.145,67fae700d586,Singapore,0.0,0.0,USD,,,0,0,,PE_005889,2025-01-01 13:13:55.397655,support_ticket
user_0500,64.18.68.37,ab675e19626c,US_West,1.4,0.0,USD,success,,75,1,bot_behavior|unusual_time_login,PE_010282,2025-01-01 13:13:57.000000,login
user_0500,64.18.68.37,ab675e19626c,US_West,0.0,0.0,USD,,,0,1,bot_behavior|unusual_time_login,PE_010283,2025-01-01 13:15:21.000000,logout
user_0299,64.18.134.161,cf8333d74618,US_West,0.0,0.0,USD,,,0,0,,PE_024143,2025-01-01 13:21:23.000000,logout
user_0461,72.34.90.62,3faa2daf370e,UAE,4.0,0.0,USD,success,,6,1,consistent_profit|multi_ip_login,PE_018087,2025-01-01 13:23:15.000000,login
user_0461,72.34.90.62,3faa2daf370e,UAE,0.0,0.0,USD,,,0,1,consistent_profit|multi_ip_login,PE_018088,2025-01-01 13:27:15.000000,logout
user_0486,103.21.161.74,17d7b489c7b1,Singapore,18.9,0.0,USD,success,,9,1,structuring,PE_007893,2025-01-01 13:30:50.000000,login
user_0486,103.21.161.74,17d7b489c7b1,Singapore,0.0,510.43,USD,,,0,1,structuring,PE_007895,2025-01-01 13:35:50.184012,deposit
user_0376,103.21.59.82,48aae9bb39ee,Singapore,8.3,0.0,USD,success,,4,0,,PE_020443,2025-01-01 13:36:58.000000,login
user_0486,103.21.161.74,17d7b489c7b1,Singapore,0.0,758.52,USD,,,0,1,structuring,PE_007897,2025-01-01 13:39:40.099285,deposit
user_0376,103.21.59.82,48aae9bb39ee,Singapore,0.0,0.0,USD,,,0,0,,PE_020445,2025-01-01 13:41:59.723049,document_upload
user_0486,103.21.161.74,17d7b489c7b1,Singapore,0.0,181.2,USD,,,0,1,structuring,PE_007898,2025-01-01 13:45:00.052197,deposit
user_0376,103.21.59.82,48aae9bb39ee,Singapore,0.0,0.0,USD,,,0,0,,PE_020444,2025-01-01 13:45:16.000000,logout
user_0486,103.21.161.74,17d7b489c7b1,Singapore,0.0,340.44,USD,,,0,1,structuring,PE_007896,2025-01-01 13:48:31.818089,deposit
user_0486,103.21.161.74,17d7b489c7b1,Singapore,0.0,0.0,USD,,,0,1,structuring,PE_007894,2025-01-01 13:49:44.000000,logout
user_0418,103.21.194.145,67fae700d586,Singapore,0.0,0.0,USD,,,0,0,,PE_005888,2025-01-01 14:06:28.000000,logout
user_0263,210.171.130.93,614092e790a6,Japan,10.2,0.0,USD,success,,5,0,,PE_021151,2025-01-01 14:06:57.000000,login
user_0134,64.18.147.40,29b87950c49d,US_West,12.4,0.0,USD,success,,8,0,,PE_007504,2025-01-01 14:07:11.000000,login
user_0134,64.18.147.40,29b87950c49d,US_West,0.0,0.0,USD,,resubmitted,0,0,,PE_007506,2025-01-01 14:09:05.346608,kyc_change
user_0263,210.171.130.93,614092e790a6,Japan,0.0,0.0,USD,,,0,0,,PE_021152,2025-01-01 14:17:09.000000,logout
user_0169,210.171.158.185,5f824f5a6f20,Japan,11.2,0.0,USD,success,,17,0,,PE_002043,2025-01-01 14:17:10.000000,login
user_0134,64.18.147.40,29b87950c49d,US_West,0.0,0.0,USD,,,0,0,,PE_007505,2025-01-01 14:19:35.000000,logout
user_0015,103.21.189.174,9b89ae0d65e2,Singapore,9.2,0.0,USD,success,,6,0,,PE_014314,2025-01-01 14:23:04.000000,login
user_0408,85.214.146.228,b89672973482,Germany,50.8,0.0,USD,success,,8,0,,PE_003693,2025-01-01 14:23:29.000000,login
user_0169,210.171.158.185,5f824f5a6f20,Japan,0.0,0.0,USD,,,0,0,,PE_002044,2025-01-01 14:28:22.000000,logout
user_0015,103.21.189.174,9b89ae0d65e2,Singapore,0.0,0.0,USD,,under_review,0,0,,PE_014316,2025-01-01 14:29:33.272206,kyc_change
user_0015,103.21.189.174,9b89ae0d65e2,Singapore,0.0,0.0,USD,,,0,0,,PE_014315,2025-01-01 14:32:16.000000,logout
user_0236,210.171.233.121,56b78b8282c9,Japan,12.5,0.0,USD,success,,3,0,,PE_023171,2025-01-01 14:55:09.000000,login
user_0496,103.21.39.79,7eb5ee9aec52,US_East,13.0,0.0,USD,success,,3,1,ip_hub|large_withdrawal_dormant|rapid_kyc_withdrawal,PE_022515,2025-01-01 15:04:36.000000,login
user_0150,103.21.160.164,980dc4f26f5c,Singapore,5.7,0.0,USD,success,,10,0,,PE_026582,2025-01-01 15:04:38.000000,login
user_0236,210.171.233.121,56b78b8282c9,Japan,0.0,0.0,USD,,,0,0,,PE_023172,2025-01-01 15:07:39.000000,logout
user_0150,103.21.160.164,980dc4f26f5c,Singapore,0.0,0.0,USD,,,0,0,,PE_026583,2025-01-01 15:10:20.000000,logout
user_0408,85.214.146.228,b89672973482,Germany,0.0,0.0,USD,,,0,0,,PE_003694,2025-01-01 15:14:17.000000,logout
user_0496,103.21.39.79,7eb5ee9aec52,US_East,0.0,0.0,USD,,,0,1,ip_hub|large_withdrawal_dormant|rapid_kyc_withdrawal,PE_022516,2025-01-01 15:17:36.000000,logout
user_0453,103.21.191.196,97bf52e97b57,Singapore,14.9,0.0,USD,success,,5,1,collusion_ring|structuring,PE_011676,2025-01-01 15:25:41.000000,login
user_0231,94.56.114.37,fda14119edb9,UAE,17.9,0.0,USD,success,,16,0,,PE_019608,2025-01-01 15:26:26.000000,login
user_0231,94.56.114.37,fda14119edb9,UAE,0.0,0.0,USD,,,0,0,,PE_019610,2025-01-01 15:27:56.865661,account_modification
user_0265,85.214.108.79,d0033583f35a,Germany,5.7,0.0,USD,success,,11,0,,PE_001099,2025-01-01 15:28:10.000000,login
user_0265,85.214.108.79,d0033583f35a,Germany,0.0,0.0,USD,,pending,0,0,,PE_001101,2025-01-01 15:30:10.007229,kyc_change
user_0233,85.214.137.178,891b6122d3fd,Germany,7.1,0.0,USD,success,,4,0,,PE_026035,2025-01-01 15:32:03.000000,login
user_0265,85.214.108.79,d0033583f35a,Germany,0.0,0.0,USD,,,0,0,,PE_001100,2025-01-01 15:33:52.000000,logout
user_0399,85.214.179.43,f42562f4cc3e,Germany,10.5,0.0,USD,success,,12,0,,PE_004191,2025-01-01 15:36:22.000000,login
user_0315,64.18.138.204,face7eb84e96,US_West,15.2,0.0,USD,success,,15,0,,PE_014173,2025-01-01 15:37:58.000000,login
user_0453,103.21.191.196,97bf52e97b57,Singapore,0.0,1938.19,USD,,,0,1,collusion_ring|structuring,PE_011678,2025-01-01 15:38:26.574927,deposit
user_0230,103.21.65.162,e476f7e4397e,Singapore,59.9,0.0,USD,success,,15,0,,PE_017620,2025-01-01 15:38:31.000000,login
user_0233,85.214.137.178,891b6122d3fd,Germany,0.0,0.0,USD,,,0,0,,PE_026036,2025-01-01 15:39:09.000000,logout
user_0453,103.21.191.196,97bf52e97b57,Singapore,0.0,0.0,USD,,,0,1,collusion_ring|structuring,PE_011677,2025-01-01 15:40:35.000000,logout
user_0399,85.214.179.43,f42562f4cc3e,Germany,0.0,642.86,USD,,,0,0,,PE_004193,2025-01-01 15:40:46.186355,withdrawal
user_0231,94.56.114.37,fda14119edb9,UAE,0.0,0.0,USD,,,0,0,,PE_019609,2025-01-01 15:44:20.000000,logout
user_0315,64.18.138.204,face7eb84e96,US_West,0.0,0.0,USD,,,0,0,,PE_014175,2025-01-01 15:46:14.132536,support_ticket
user_0399,85.214.179.43,f42562f4cc3e,Germany,0.0,0.0,USD,,,0,0,,PE_004192,2025-01-01 15:46:52.000000,logout
user_0412,64.18.88.169,d0d5ac86057e,US_West,9.0,0.0,USD,success,,14,0,,PE_024406,2025-01-01 15:47:41.000000,login
