user_id,login_count,failed_login_count,failed_login_ratio,max_failed_streak,unique_ip_count,unique_device_count,unique_geo_count,ip_change_rate,device_change_rate,unusual_hour_ratio,avg_session_duration,std_session_duration,avg_page_views,page_view_velocity,deposit_count,total_deposit_amt,avg_deposit_amt,std_deposit_amt,small_deposit_ratio,withdrawal_count,total_withdrawal_amt,max_single_withdrawal,net_deposit_flow,kyc_change_count,trade_count,avg_lot_size,std_lot_size,max_lot_size,avg_trade_volume,std_trade_volume,volume_spike_ratio,avg_margin_used,avg_pnl,std_pnl,pnl_win_rate,avg_trade_duration,min_trade_duration,short_trade_ratio,instrument_count,instrument_concentration,direction_imbalance,avg_inter_trade_time,avg_inter_event_time,std_inter_event_time,min_inter_event_time,activity_hour_entropy,dormancy_max_days,total_event_count,deposit_to_trade_ratio,kyc_to_withdrawal_hours
user_0012,19,0,0.0,0,1,2,1,0.0,0.1111111111111111,0.0,17.694736842105264,14.377448484718975,11.736842105263158,0.6632956573468173,2,5424.910000000001,2712.4550000000004,2001.6050000000002,0.5,2,803.0,558.17,4621.910000000001,2,33,0.1712121212121212,0.053186782121784314,0.26,17121.21212121212,5318.678212178433,1.5185840707964602,38.342424242424244,0.6524242424242424,7.995265277044996,0.5151515151515151,279.1,4.5,0.030303030303030304,5,0.3333333333333333,0.030303030303030304,216821.09375,93188.44303797469,161798.2062882881,90.390212,3.7352471863877237,8.038935185185185,80,0.009601610619469028,656.9626649419445
user_0013,25,0,0.0,0,2,3,1,0.08333333333333333,0.16666666666666666,0.0,27.887999999999998,26.16552418737297,10.92,0.391566265060241,1,812.58,812.58,0.0,1.0,4,3092.49,1189.48,-2279.91,0,52,0.12403846153846154,0.0504312027718728,0.22,12403.846153846154,5043.1202771872795,1.773643410852713,34.06153846153847,-0.6109615384615383,6.824052275595429,0.4230769230769231,414.83461538461535,6.7,0.0,7,0.40384615384615385,0.038461538461538464,137713.8431372549,68238.75,140495.7085254866,34.0,3.6337749384903777,11.169363425925926,109,0.001259813953488372,-1.0
user_0014,28,0,0.0,0,3,2,1,0.14814814814814814,0.07407407407407407,0.0,19.303571428571427,16.732762604774955,10.321428571428571,0.5346901017576319,4,4613.08,1153.27,514.8513422824107,0.5,2,617.72,406.44,3995.3599999999997,1,63,0.5501587301587301,0.19152265449729203,0.89,55015.87301587302,19152.265449729202,1.6177149451817656,34.82539682539681,6.424126984126983,30.92882939475574,0.5555555555555556,1089.8031746031745,8.4,0.0,7,0.31746031746031744,0.015873015873015872,119078.66129032258,57714.8527131783,92349.36316339402,63.619926,3.6985897733330666,6.7892476851851855,130,0.0013309521061742643,-1.0
user_0015,16,0,0.0,0,1,3,1,0.0,0.2,0.0,23.09375,21.050726494292302,9.3125,0.40324763193504737,2,839.6800000000001,419.84000000000003,35.140000000000015,1.0,0,0.0,0.0,839.6800000000001,1,47,0.11808510638297876,0.037622893543768056,0.18,11808.510638297872,3762.289354376806,1.5243243243243243,33.778723404255324,-0.078936170212766,6.339736968180383,0.46808510638297873,365.02765957446815,15.4,0.0,7,0.2765957446808511,0.06382978723404255,146791.10869565216,91771.97590361445,159758.26857813867,106.00824,3.654904519236102,8.547638888888889,84,0.001512936936936937,-1.0
user_0016,15,0,0.0,0,1,3,1,0.0,0.21428571428571427,0.0,13.986666666666668,8.505987433697642,10.4,0.7435653002859866,1,2679.86,2679.86,0.0,0.0,1,164.45,164.45,2515.4100000000003,0,55,0.06636363636363637,0.025252444444315153,0.11,6636.363636363636,2525.244444431515,1.6575342465753427,32.516363636363636,-0.021090909090909115,3.292918392124239,0.509090909090909,420.91636363636366,4.9,0.01818181818181818,8,0.34545454545454546,0.2,131994.9814814815,80086.84269662922,119791.55280201702,10.756071,3.6833316332082093,6.989953703703704,90,0.007342082191780822,-1.0
user_0017,16,0,0.0,0,2,1,1,0.13333333333333333,0.0,0.0,17.3875,22.514325300794603,11.25,0.6470165348670022,0,0.0,0.0,0.0,0.0,5,1003.99,381.36,-1003.99,4,33,0.253030303030303,0.08529751314307482,0.4,25303.030303030304,8529.751314307481,1.5808383233532934,32.88787878787879,0.6169696969696967,11.143849094251294,0.5151515151515151,330.1878787878788,11.5,0.0,5,0.45454545454545453,0.030303030303030304,224614.3125,95835.44,160489.40389747862,79.001947,3.5427028108933385,7.868333333333333,76,0.0,0.025796797777777776
user_0018,25,0,0.0,0,3,1,1,0.16666666666666666,0.0,0.0,14.656,8.800049090772164,10.16,0.6932314410480349,5,2320.22,464.04400000000004,154.74992699190523,1.0,1,2106.11,2106.11,214.10999999999967,2,40,0.5897499999999999,0.20618544444261822,0.93,58975.0,20618.54444426182,1.5769393810936838,35.275,-4.195749999999999,35.70756977781462,0.425,285.29499999999996,9.4,0.0,6,0.375,0.05,181386.5641025641,71455.31313131313,137791.6049078938,48.306461,3.5766429743514685,8.610208333333333,100,0.000983560830860534,566.3388037933333
user_0019,27,0,0.0,0,3,2,1,0.15384615384615385,0.07692307692307693,0.0,17.129629629629633,11.8729950296434,9.851851851851851,0.5751351351351349,5,5831.83,1166.366,803.8817091985611,0.4,1,1204.35,1204.35,4627.48,2,30,0.5736666666666665,0.1897802823149854,0.84,57366.666666666664,18978.028231498538,1.464264962231261,37.93666666666666,-1.1019999999999994,29.470991658465337,0.5,484.0933333333334,6.9,0.0,3,0.5333333333333333,0.4,251210.9655172414,77501.25531914894,159343.13018757073,6.977067,3.608231627446146,10.546261574074075,95,0.00338862870424172,136.45312929611111
user_0020,15,0,0.0,0,2,1,1,0.14285714285714285,0.0,0.0,16.74,15.784287545953203,10.6,0.6332138590203107,4,2689.67,672.4175,435.14391627224893,0.5,0,0.0,0.0,2689.67,1,62,0.20290322580645162,0.07209731543421002,0.35,20290.322580645163,7209.731543421002,1.724960254372019,37.619354838709675,2.0503225806451613,9.489918584195092,0.5483870967741935,321.20645161290327,4.5,0.016129032258064516,8,0.41935483870967744,0.0967741935483871,117360.86885245901,72313.26262626263,123677.85811828835,15.443391,3.694409272247133,7.127835648148148,100,0.002138052464228935,-1.0
user_0021,14,0,0.0,0,1,2,1,0.0,0.15384615384615385,0.0,14.92857142857143,12.64535084365727,8.142857142857142,0.5454545454545453,1,498.61,498.61,0.0,1.0,0,0.0,0.0,498.61,0,32,0.2778125,0.09396589723804057,0.44,27781.25,9396.589723804056,1.5838020247469067,33.2375,-0.9203125000000003,12.68859711620413,0.34375,901.63125,12.1,0.0,7,0.28125,0.0,234126.4193548387,117261.171875,211546.81899099032,0.285247,3.5331861463509395,10.340763888888889,65,0.0005608661417322835,-1.0
user_0022,15,0,0.0,0,2,3,1,0.14285714285714285,0.2857142857142857,0.0,19.720000000000002,15.377351310721014,10.666666666666666,0.5409060175794455,1,509.77,509.77,0.0,1.0,2,1908.2799999999997,1321.6,-1398.5099999999998,0,45,0.29866666666666664,0.08266666666666667,0.42,29866.666666666668,8266.666666666666,1.40625,39.72,-1.0553333333333335,13.216159401782855,0.4666666666666667,455.97111111111104,2.7,0.022222222222222223,5,0.5777777777777777,0.022222222222222223,161592.79545454544,95233.0,167794.06803827098,182.752424,3.6299600816690605,10.677627314814815,79,0.00037929315476190474,-1.0
user_0023,24,0,0.0,0,3,2,1,0.13043478260869565,0.08695652173913043,0.0,16.22083333333333,13.499659846537698,10.25,0.6319034163883895,5,2292.7999999999997,458.56000000000006,433.9566569601162,0.8,1,132.74,132.74,2160.0599999999995,0,64,0.2159375,0.07911065727037034,0.38,21593.75,7911.065727037034,1.7597684515195369,40.3796875,1.9215624999999998,9.0779465290116,0.515625,436.553125,1.6,0.03125,8,0.4375,0.125,110312.11111111111,62946.57024793388,112719.51366745407,24.2325,3.68732652994665,6.968425925925926,122,0.0016590448625180894,-1.0
user_0024,13,0,0.0,0,2,1,1,0.16666666666666666,0.0,0.0,16.515384615384615,10.214307172095285,8.384615384615385,0.5076851420586865,2,814.49,407.245,138.19500000000002,1.0,1,107.22,107.22,707.27,0,42,0.6061904761904762,0.18177631964996852,0.91,60619.04761904762,18177.63196499685,1.5011783189316574,39.75,-4.7840476190476195,29.351872501274357,0.42857142857142855,576.2690476190476,6.2,0.0,5,0.5,0.19047619047619047,174821.36585365853,99551.05555555556,198245.5120577865,0.23603,3.6940152720892105,11.947604166666666,73,0.00031990966221523957,-1.0
user_0025,13,0,0.0,0,1,1,1,0.0,0.0,0.0,15.46923076923077,13.159225170981449,9.76923076923077,0.6315266036797613,2,1207.74,603.87,98.01999999999998,1.0,2,759.5,731.48,448.24,1,21,0.6409523809523809,0.19170673937789065,0.97,64095.23809523809,19170.673937789066,1.5133729569093612,37.34761904761905,3.23,33.07151140584093,0.5238095238095238,280.4761904761905,4.2,0.047619047619047616,6,0.5714285714285714,0.047619047619047616,306580.9,131032.07547169812,207371.53477839634,71.322234,3.3477127443971364,8.732175925925926,54,0.0008972808320950966,620.5050056627779
user_0026,28,0,0.0,0,2,2,1,0.07407407407407407,0.07407407407407407,0.0,15.26428571428571,14.77841607320125,9.035714285714286,0.5919513336452973,3,2090.7,696.9,273.2078300488476,0.6666666666666666,4,1505.2,667.61,585.4999999999998,1,60,0.13416666666666666,0.05024246764994287,0.21,13416.666666666666,5024.246764994286,1.565217391304348,37.13666666666666,2.2081666666666666,7.070214634098616,0.6,243.71833333333333,4.2,0.016666666666666666,6,0.48333333333333334,0.1,125879.81355932204,58555.55905511811,94296.15107714105,5.415761,3.766035058067762,5.330324074074074,128,0.002597142857142857,48.31258421722222
user_0027,19,0,0.0,0,4,2,1,0.16666666666666666,0.1111111111111111,0.0,14.89473684210526,12.680962676564903,10.210526315789474,0.6855123674911663,3,4238.8099999999995,1412.9366666666665,426.87074049282046,0.3333333333333333,0,0.0,0.0,4238.8099999999995,0,32,0.3728125,0.13205667284825104,0.57,37281.25,13205.667284825102,1.528918692372171,42.64375,1.5703124999999996,18.74152249758124,0.59375,688.28125,4.2,0.03125,5,0.46875,0.125,183523.12903225806,88875.77631578948,157064.56042440326,2.601755,3.6431385068214532,9.103043981481482,77,0.003553067896060352,-1.0
user_0028,29,0,0.0,0,1,4,1,0.0,0.21428571428571427,0.0,14.096551724137933,11.444392777269929,8.862068965517242,0.6286692759295498,1,505.17,505.17,0.0,1.0,3,4171.4400000000005,2001.52,-3666.2700000000004,0,38,0.3476315789473684,0.14263376382090412,0.61,34763.15789473684,14263.376382090411,1.7547312641937927,33.776315789473685,2.7984210526315785,17.774177237056392,0.5789473684210527,535.3684210526316,2.7,0.05263157894736842,6,0.5,0.10526315789473684,199451.83783783784,71709.8396226415,126605.60727070892,36.142405,3.663822169206913,7.886157407407407,107,0.00038241483724451176,-1.0
user_0029,17,0,0.0,0,1,1,1,0.0,0.0,0.0,14.700000000000001,9.850709141388517,10.941176470588236,0.744297719087635,0,0.0,0.0,0.0,0.0,2,535.13,407.1,-535.13,0,60,0.027833333333333335,0.008961336705846708,0.04,2783.3333333333335,896.1336705846711,1.437125748502994,32.47333333333333,0.14733333333333334,1.1320525115421498,0.48333333333333334,416.42333333333335,9.6,0.0,6,0.4666666666666667,0.16666666666666666,109738.08474576271,75346.48958333333,124696.90842160993,18.935615,3.5761776911228775,8.652083333333334,97,0.0,-1.0
user_0030,29,0,0.0,0,3,2,1,0.14285714285714285,0.14285714285714285,0.0,21.35172413793103,19.453509933980715,10.10344827586207,0.4731912144702844,5,7441.320000000001,1488.264,2168.6716374462962,0.6,4,1122.18,632.99,6319.14,0,55,0.32381818181818184,0.10573536277967159,0.5,32381.81818181818,10573.536277967158,1.5440763615946098,33.476363636363644,1.9589090909090907,17.131553734421516,0.5272727272727272,404.45818181818186,11.4,0.0,6,0.509090909090909,0.09090909090909091,122138.51851851853,60540.92857142857,97000.70526764727,10.269961,3.7268258934930634,5.907777777777778,127,0.004178169567658619,-1.0
user_0031,24,0,0.0,0,3,2,1,0.17391304347826086,0.043478260869565216,0.0,16.3,22.651949879278234,10.166666666666666,0.623721881390593,3,2100.73,700.2433333333333,634.571904112441,0.6666666666666666,0,0.0,0.0,2100.73,1,36,0.2441666666666667,0.08731726951500232,0.38,24416.666666666668,8731.726951500234,1.5563139931740613,35.633333333333326,0.4380555555555556,11.991952583907732,0.5,565.3722222222221,6.9,0.0,6,0.3888888888888889,0.05555555555555555,203235.0,79923.87640449438,119196.39149064891,3.232817,3.7497220014249804,5.323726851851852,90,0.0023899089874857794,-1.0
user_0032,12,0,0.0,0,1,2,1,0.0,0.18181818181818182,0.0,18.158333333333335,10.244548008032805,9.083333333333334,0.5002294630564479,2,1194.05,597.025,69.27499999999998,1.0,2,1245.09,1150.34,-51.039999999999964,0,60,0.20350000000000001,0.06695334196289235,0.3,20350.0,6695.334196289234,1.4742014742014742,36.18,0.3828333333333334,9.488836263677905,0.43333333333333335,439.10499999999996,7.9,0.0,5,0.5166666666666667,0.0,121818.01694915254,81673.44318181818,152924.5190519289,1.044892,3.6670441712328095,9.794965277777777,89,0.0009779279279279278,-1.0
user_0033,22,0,0.0,0,3,2,1,0.19047619047619047,0.047619047619047616,0.0,13.027272727272726,11.568970324975567,9.136363636363637,0.7013258897418005,4,4627.26,1156.815,1176.3316236185271,0.5,2,1957.31,1100.82,2669.9500000000003,0,34,0.035882352941176476,0.012860712417103204,0.06,3588.235294117647,1286.0712417103205,1.6721311475409837,37.823529411764696,0.27088235294117646,2.043236140864692,0.5294117647058824,227.1176470588235,4.4,0.058823529411764705,5,0.35294117647058826,0.23529411764705882,178711.0,70273.0,135644.28726325269,14.89995,3.7099176260831666,8.72994212962963,91,0.03792836065573771,-1.0
user_0034,17,0,0.0,0,1,1,1,0.0,0.0,0.0,15.635294117647057,7.843614201184567,9.294117647058824,0.5944319036869828,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,53,0.45603773584905655,0.14533422278271127,0.68,45603.77358490566,14533.422278271126,1.4911046752172112,36.92075471698113,-4.330754716981131,22.77009034950766,0.4339622641509434,914.4566037735849,7.8,0.0,6,0.32075471698113206,0.16981132075471697,126811.86538461539,80535.98888888888,143715.6249242193,20.264111,3.6304769660080782,7.864583333333333,91,0.0,-1.0
user_0035,20,0,0.0,0,3,4,1,0.21052631578947367,0.2631578947368421,0.0,14.385,11.656855279190868,10.4,0.7229753215154675,2,1622.3400000000001,811.1700000000001,135.3,1.0,1,215.44,215.44,1406.9,1,39,0.2607692307692308,0.09280209478693992,0.42,26076.923076923078,9280.209478693992,1.6106194690265485,37.38205128205128,0.9879487179487182,10.456498452866814,0.46153846153846156,614.8666666666668,7.6,0.0,5,0.358974358974359,0.1794871794871795,156564.2894736842,84128.08235294119,150120.986048642,10.503328,3.486090907800856,8.219722222222222,86,0.0015952212389380533,-1.0
user_0036,12,0,0.0,0,1,1,1,0.0,0.0,0.0,15.183333333333332,7.780941816744009,11.416666666666666,0.75192096597146,2,2916.96,1458.48,650.09,0.5,2,831.4000000000001,421.8,2085.56,0,81,0.3390123456790124,0.13504096258535508,0.55,33901.234567901236,13504.096258535508,1.6223597960670064,35.983950617283945,1.9930864197530864,17.196975375889547,0.5555555555555556,1417.6234567901233,3.2,0.012345679012345678,8,0.30864197530864196,0.012345679012345678,92294.5125,68366.30555555556,137434.986066571,38.11991,3.6904522837112057,9.971724537037037,109,0.001062257829570284,-1.0
user_0037,27,0,0.0,0,2,1,1,0.07692307692307693,0.0,0.0,16.081481481481482,10.275466540261199,11.185185185185185,0.6955320128972823,2,2992.8999999999996,1496.4499999999998,1272.5,0.5,3,583.9300000000001,306.74,2408.9699999999993,2,41,0.5190243902439025,0.1926807656562961,0.84,51902.439024390245,19268.07656562961,1.618421052631579,34.368292682926835,-3.9639024390243898,24.645173660799585,0.4878048780487805,256.73658536585367,4.6,0.024390243902439025,7,0.2926829268292683,0.024390243902439025,178336.7,74904.42156862745,134053.21295977218,59.214849,3.728943574286685,7.641840277777778,103,0.0014064379699248119,329.2009447016667
user_0038,14,0,0.0,0,2,1,1,0.15384615384615385,0.0,0.0,12.814285714285715,9.716102771236237,10.214285714285714,0.7971014492753622,1,488.25,488.25,0.0,1.0,0,0.0,0.0,488.25,1,43,0.2653488372093023,0.09782159454390954,0.43,26534.883720930233,9782.159454390954,1.6205083260297983,34.91395348837209,-2.0606976744186047,14.428600053825404,0.4883720930232558,205.34418604651165,2.1,0.023255813953488372,6,0.3023255813953488,0.11627906976744186,173423.2380952381,98333.42666666667,211964.6710934278,5.409861,3.4937664953231735,16.745601851851852,76,0.00042791411042944786,-1.0
user_0039,20,0,0.0,0,3,3,1,0.15789473684210525,0.21052631578947367,0.0,17.715,9.393735944766597,10.45,0.5898955687270674,4,1490.8400000000001,372.71000000000004,123.66470292690636,1.0,0,0.0,0.0,1490.8400000000001,2,36,0.2752777777777778,0.08364893939392415,0.42,27527.777777777777,8364.893939392416,1.525731584258325,31.058333333333337,-0.7477777777777771,16.86497934760259,0.3888888888888889,360.7222222222222,2.2,0.027777777777777776,6,0.4722222222222222,0.05555555555555555,205528.62857142856,89876.93902439025,156465.28997212547,93.981438,3.505471994569933,7.677858796296296,83,0.0015043794147325935,-1.0
user_0040,28,0,0.0,0,2,4,1,0.07407407407407407,0.2962962962962963,0.0,20.77142857142857,22.75614292485276,10.25,0.4934662998624485,4,1389.23,347.30749999999995,407.8782341198781,0.75,4,1644.95,990.82,-255.72000000000003,0,46,0.06108695652173912,0.023611738133686003,0.11,6108.695652173913,2361.1738133686003,1.800711743772242,29.789130434782606,-1.0732608695652173,4.029745948593774,0.3695652173913043,309.6152173913044,7.0,0.0,8,0.32608695652173914,0.13043478260869565,169281.24444444446,67672.07079646018,105262.50272621981,64.764099,3.6241971172316356,5.497013888888889,114,0.004943879003558719,-1.0
user_0041,26,0,0.0,0,2,2,1,0.08,0.08,0.0,15.642307692307694,11.346099739114795,10.461538461538462,0.6687976395377427,4,4655.22,1163.805,475.2624168025492,0.25,1,76.11,76.11,4579.110000000001,0,59,0.19220338983050847,0.06028373017740583,0.28,19220.338983050846,6028.373017740582,1.4567901234567902,32.63050847457627,0.04186440677966121,9.010384681977108,0.4915254237288136,260.36610169491524,2.9,0.01694915254237288,7,0.3559322033898305,0.01694915254237288,126468.27586206897,61561.38016528926,96152.22734930886,23.414769,3.7133782946685923,5.9978125,122,0.0041051322751322755,-1.0
user_0042,26,0,0.0,0,1,3,1,0.0,0.12,0.0,18.96923076923077,16.486352613152707,9.615384615384615,0.5068937550689375,1,145.92,145.92,0.0,1.0,5,4803.58,3161.51,-4657.66,0,61,0.01639344262295082,0.006536853127008816,0.03,1639.344262295082,653.6853127008816,1.83,39.18360655737705,0.06918032786885248,0.9346399237963201,0.5409836065573771,362.44590163934424,8.8,0.0,7,0.3442622950819672,0.08196721311475409,106532.93333333333,61578.347107438014,120193.7010948635,6.330007,3.740824752437775,8.01775462962963,122,0.0014592,-1.0
user_0043,13,0,0.0,0,1,2,1,0.0,0.16666666666666666,0.0,16.638461538461538,25.832702543676284,8.538461538461538,0.5131761442441054,1,1684.42,1684.42,0.0,0.0,1,141.63,141.63,1542.79,0,56,0.11857142857142858,0.040858141845928835,0.18,11857.142857142857,4085.8141845928835,1.5180722891566265,33.658928571428575,-0.7605357142857142,7.454930396255233,0.5357142857142857,271.94642857142856,3.7,0.017857142857142856,7,0.3392857142857143,0.10714285714285714,131032.81818181818,84756.0,148332.38699492617,44.533651,3.702736886774968,7.709016203703704,87,0.002536777108433735,-1.0
user_0044,18,0,0.0,0,1,3,1,0.0,0.23529411764705882,0.0,19.222222222222218,15.882224709668197,11.166666666666666,0.5809248554913296,1,1589.53,1589.53,0.0,0.0,1,317.33,317.33,1272.2,1,55,0.06109090909090909,0.023868787322871322,0.1,6109.090909090909,2386.8787322871326,1.6369047619047619,32.41818181818182,1.1101818181818182,3.901480134470689,0.6363636363636364,623.2272727272729,4.7,0.01818181818181818,7,0.2909090909090909,0.16363636363636364,139881.24074074073,77077.41836734694,112037.3906168257,0.408638,3.6978824662164107,5.616747685185185,99,0.004730744047619048,-1.0
user_0045,13,0,0.0,0,2,2,1,0.16666666666666666,0.08333333333333333,0.0,8.923076923076923,6.089228048353261,8.384615384615385,0.9396551724137931,1,3628.54,3628.54,0.0,0.0,0,0.0,0.0,3628.54,0,47,0.21617021276595744,0.07594940061084235,0.34,21617.021276595744,7594.940061084235,1.5728346456692914,33.819148936170215,-1.7129787234042555,11.017710098203615,0.44680851063829785,546.7446808510637,7.0,0.0,5,0.5531914893617021,0.2765957446808511,162280.84782608695,100343.6,156108.36148188982,66.0,3.676966029647983,8.536747685185185,76,0.0035713976377952754,-1.0
